Date,Falta de Coleta de Lixo,Áreas com Acúmulo de Entulhos,Falta de Controle de Pragas,Taxa de Tratamento de Esgoto
1987-01-01,"0,2465739853795010","0,3448818944689220","0,3733123535682210","0,4300010257992930"
1987-01-02,"0,5863538207685060","0,2986459857247900","0,3732969002670650","0,4300010257992930"
1987-01-03,"0,1055016803612250","0,1255063475300300","0,3242769262915530","0,4300010257992930"
1987-01-04,"0,5524632899672840","0,3371301817700110","0,4283064809884400","0,4300010257992930"
1987-01-05,"0,1140318003231250","0,4261978367167250","0,3322062734186780","0,4300010257992930"
1987-01-06,"0,5374600675019380","0,1139508059658360","0,1654144369516550","0,4300010257992930"
1987-01-07,"0,1348420733507220","0,1971833400295330","0,4569600201476160","0,4300010257992930"
1987-01-08,"0,0656193833216851","0,7088250944996090","0,2950726858902820","0,4300010257992930"
1987-01-09,"0,0675412000311987","0,2770571598151040","0,2382029829279830","0,4300010257992930"
1987-01-10,"0,0921869776171685","0,6281796084635390","0,3679126639764220","0,4300010257992930"
1987-01-11,"0,2603496094100280","0,4522462047491630","0,2509805353515150","0,4300010257992930"
1987-01-12,"0,5921380852716050","0,4646918047048370","0,1115926034737830",
1987-01-13,"0,0974538224493157","0,2350872619225100","0,0933581072473557","0,4300010257992930"
1987-01-14,"0,3026758130632290","0,5603837895396590","0,2380019023596940","0,4300010257992930"
1987-01-15,"0,4900271975981510","0,5893607566444770","0,4288105861311390","0,4300010257992930"
1987-01-16,"0,0577356653732708","0,5945716223223670","0,4323237038005260","0,4300010257992930"
1987-01-17,"0,4359673965866590","0,5963772620411490","0,1452096262765150","0,4300010257992930"
1987-01-18,"0,1885349827407000","0,5439662851464280","0,3796504252380310","0,4300010257992930"
1987-01-19,indisponivel,"0,1374979859430240","0,3969766529714000","0,4300010257992930"
1987-01-20,"0,0867684584805230","0,5335654759362370","0,1502911535506810","0,4300010257992930"
1987-01-21,"0,3471836457944620","0,3472781976634870","0,3663063902047080","0,4300010257992930"
1987-01-22,"0,3632797907976260","0,4147845657476190","0,4793682317179460","0,4300010257992930"
1987-01-23,"0,3338919147362960","0,1742840550190270","0,3857758310352680","0,4300010257992930"
1987-01-24,"0,4136427395915640","0,3302306310563970","0,4291268450741270","0,4300010257992930"
1987-01-25,"0,1911854211078450","0,5756825951257140","0,2104867737655620","0,4300010257992930"
1987-01-26,"0,1805540758264130","0,7065530515731770","0,0921261717325491","0,4300010257992930"
1987-01-27,"0,4877447381049200","0,3098173192175670","0,1311464472819970","0,4300010257992930"
1987-01-28,"0,2070411632810380","0,2509568622647270","0,3023059142762060","0,4300010257992930"
1987-01-29,"0,3947035923424850","0,7996900403908750","0,1889732606425010","0,4300010257992930"
1987-01-30,"0,1913358409634710","0,7940157057592260","0,3467597193250340","0,4300010257992930"
1987-01-31,"0,1628583520324400","0,3267051833657660","0,0666069485721417","0,4300010257992930"
1987-02-01,indisponivel,"0,3538742553317910","0,3064198910988440","0,4300010257992930"
1987-02-02,"0,3830335492613060","0,5137105122613540","0,3497853466692030","0,4300010257992930"
1987-02-03,"0,3010010379432540","0,3007656159748870","0,3888322180054500","0,4300010257992930"
1987-02-04,"0,5225869183855780","0,6892954572467280","0,2700471115052900","0,4300010257992930"
1987-02-05,"0,2253431870513750","0,5521360260477910","0,2049345637938130","0,4300010257992930"
1987-02-06,"0,5603350080041650","0,1050276549662250","0,4592860331320860","0,4300010257992930"
1987-02-07,"0,1149468360424230","0,2445252530196210","0,2410210922345330","0,4300010257992930"
1987-02-08,"0,1076894508677570","0,2854001386653870","0,2282716945961530","0,4300010257992930"
1987-02-09,"0,2070413469684760","0,3016038042196060","0,1700803223874260","0,4300010257992930"
1987-02-10,"0,0568324011876199","0,3510241338851400","0,3955928247307550","0,4300010257992930"
1987-02-11,"0,4313885311262240","0,5783680532028350","0,2414989615789070","0,4300010257992930"
1987-02-12,"0,1154712551167570","0,4554931003001370","0,3696331830341260","0,4300010257992930"
1987-02-13,"0,3014290402688510","0,3027636282058290","0,1246367717446330","0,4300010257992930"
1987-02-14,"0,3786924896106450","0,6858117170342710","0,2640001994383600","0,4300010257992930"
1987-02-15,"0,2802650552552590","0,7722119467737760","0,2195564335351590","0,4300010257992930"
1987-02-16,"0,0992652306562888","0,3643278967763300","0,2432126915510430","0,4300010257992930"
1987-02-17,"0,3155433641754690","0,2030775649238950","0,3932068867284440","0,4300010257992930"
1987-02-18,"0,2745426458251830","0,7385199475180580","0,1056685082732010","0,4300010257992930"
1987-02-19,"0,5342544851875080","0,4158313813601800","0,4217007852960430","0,4300010257992930"
1987-02-20,"0,0840753475261504","0,5821887676607510","0,2300973643648910","0,4300010257992930"
1987-02-21,"0,2778638304171000","0,7049011569505300","0,2135133377243380","0,4300010257992930"
1987-02-22,"0,3290249699131100","0,1820497055172420","0,4485304508027320","0,4300010257992930"
1987-02-23,"0,1814623921477940","0,2008297193706090","0,2897177881048390","0,4300010257992930"
1987-02-24,"0,4294680629048550","0,6369940879325340","0,3019778793096050","0,4300010257992930"
1987-02-25,"0,5866810943572690","0,7113692628108940","0,0669793932905008","0,4300010257992930"
1987-02-26,"0,4185487810932650","0,2758345287226490","0,2283697591920300","0,4300010257992930"
1987-02-27,"0,4828925660771280","0,3236359945028970","0,3861678500633750","0,4300010257992930"
1987-02-28,"0,0823213608269683","0,4995501328050880","0,4511068013816730","0,4300010257992930"
1987-03-01,"0,1309382117582920","0,2090043450492530","0,2549715652479400","0,4300010257992930"
1987-03-02,"0,3138163148700940","0,5166753705512890","0,4200034686732450","0,4300010257992930"
1987-03-03,"0,5016435400759220","0,7944799609044630","0,1080634229012310","0,4300010257992930"
1987-03-04,"0,1914921887338770","0,6881565849485420","0,4013956571197910","0,4300010257992930"
1987-03-05,"0,1558057510836650","0,3546129306739540","0,3395278998570950","0,4300010257992930"
1987-03-06,"0,4389910064211820","0,5693195981167930","0,3511172484516120","0,4300010257992930"
1987-03-07,"0,2273375107338650","0,3202467054714170","0,2193858942614780","0,4300010257992930"
1987-03-08,"0,2709205313919150","0,6195058396143220","0,1420208738088180","0,4300010257992930"
1987-03-09,"0,1333466962492100","0,5004577164238680","0,3751342970240270","0,4300010257992930"
1987-03-10,"0,0999460816520650","0,2645087114954870","0,1167507780969810","0,4300010257992930"
1987-03-11,"0,0758768152014870","0,5719714959319070","0,1421714595050120","0,4300010257992930"
1987-03-12,"0,0887058569862649","0,5586169791437840","0,2326113005353950","0,4300010257992930"
1987-03-13,"0,1242392007322930","0,6322639822516900","0,4373491853823310","0,4300010257992930"
1987-03-14,"0,5231796373650010","0,5952161703173200","0,2243478052914150","0,4300010257992930"
1987-03-15,"0,0794820301011764","0,4126938965819750","0,3098641394684110","0,4300010257992930"
1987-03-16,"0,4476049039308410","0,5871732484341060","0,2540967369234250","0,4300010257992930"
1987-03-17,"0,5625631602978190","0,3997879324360370","0,4582846621175540","0,4300010257992930"
1987-03-18,"0,1876667682892560","0,7675936794523430","0,2946517908297640","0,4300010257992930"
1987-03-19,"0,0952497785672206","0,1261347735947450","0,2587349763729280","0,4300010257992930"
1987-03-20,"0,2499828141649840","0,5037510003955890","0,3300224905326990","0,4300010257992930"
1987-03-21,"0,4937043101107050","0,2685177020347340","0,2464156554098740","0,4300010257992930"
1987-03-22,"0,1062745765588560","0,7579090132113460","0,1823564499046680","0,4300010257992930"
1987-03-23,"0,0700455893546923","0,1792709301055090","0,0594206432229836","0,4300010257992930"
1987-03-24,"0,1964751580341380","0,4895061012739690","0,0597389595997397","0,4300010257992930"
1987-03-25,"0,3541190192084190","0,4000510168213630","0,4962745167644050","0,4300010257992930"
1987-03-26,"0,3904800375230430","0,7890667490582780","0,1469710665425360","0,4300010257992930"
1987-03-27,"0,0550219456913657","0,3154604265500530","0,2207919194364860","0,4300010257992930"
1987-03-28,"0,3086030581530110","0,4607368364867200","0,4793625581189060","0,4300010257992930"
1987-03-29,"0,3127548160303530","0,7599676363508910","0,3521498427162260","0,4300010257992930"
1987-03-30,"0,1137913901059490","0,3262931785750960","0,2620689078055460","0,4300010257992930"
1987-03-31,"0,1684108406441500","0,4306579933458950","0,0606375070463757","0,4300010257992930"
1987-04-01,"0,1853711157478030","0,6157717749322030","0,2877619173298390","0,4300010257992930"
1987-04-02,"0,1961762434734490","0,3582507504899240","0,2255478447504900","0,4300010257992930"
1987-04-03,"0,4644466562121010","0,4567129721212300","0,2192090026484830","0,4300010257992930"
1987-04-04,"0,1511653404676830","0,5356404469854910","0,2579541446802160","0,4300010257992930"
1987-04-05,"0,2787467793299760","0,2194432106151450","0,1803286921699010","0,4300010257992930"
1987-04-06,"0,2564737237545480","0,7397262635140730","0,1930393478505160","0,4300010257992930"
1987-04-07,"0,1090472423000910","0,6458952976518700","0,4251713286026380","0,4300010257992930"
1987-04-08,"0,4696605431912400","0,4057690517267120","0,2246068178692270","0,4300010257992930"
1987-04-09,"0,4159066580571720","0,7697132218406790","0,1195964664503780","0,4300010257992930"
1987-04-10,"0,3168767779300870","0,6767260909483950","0,0915357166798557","0,4300010257992930"
1987-04-11,indisponivel,"0,1656425501570760","0,1894239254189270","0,4300010257992930"
1987-04-12,"0,5172878929463270","0,3234048573304670","0,3531043620032540","0,4300010257992930"
1987-04-13,"0,3584276613968730","0,3132585386378760","0,3348020953354820","0,4300010257992930"
1987-04-14,"0,1916156857024280","0,6843651040276130","0,2483428552690210","0,4300010257992930"
1987-04-15,"0,3203484625621880","0,4333420494423620","0,4823859899351180","0,4300010257992930"
